id,language,sentence,tokenized_sentence,expression,category,indices
3778,tr,"Yeni reçel, ekmeğe sürülünce tat verdi mi?","['Yeni', 'reçel', ',', 'ekmeğe', 'sürülünce', 'tat', 'verdi', 'mi', '?']",tat vermek,literal,[-1]
3779,tr,Bu baharatlar pilava yoğun bir tat verdi.,"['Bu', 'baharatlar', 'pilava', 'yoğun', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3780,tr,"Çayın içine limon eklemek, ona ferahlatıcı bir tat veriyor.","['Çayın', 'içine', 'limon', 'eklemek', ',', 'ona', 'ferahlatıcı', 'bir', 'tat', 'veriyor', '.']",tat vermek,literal,[-1]
3781,tr,"Bu yoğurt, sade haliyle pek tat vermiyor.","['Bu', 'yoğurt', ',', 'sade', 'haliyle', 'pek', 'tat', 'vermiyor', '.']",tat vermek,literal,[-1]
3782,tr,"Kakao, sütle birleşince bambaşka bir tat verdi.","['Kakao', ',', 'sütle', 'birleşince', 'bambaşka', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3783,tr,Bu çorba damakta harika bir tat verdi.,"['Bu', 'çorba', 'damakta', 'harika', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3784,tr,Şekerli içecekler ağzımda fazla tat vermiyor.,"['Şekerli', 'içecekler', 'ağzımda', 'fazla', 'tat', 'vermiyor', '.']",tat vermek,literal,[-1]
3785,tr,Yeni karışımın nasıl bir tat verdiğini merak ediyorum.,"['Yeni', 'karışımın', 'nasıl', 'bir', 'tat', 'verdiğini', 'merak', 'ediyorum', '.']",tat vermek,literal,[-1]
3786,tr,Limon suyu ekleyince salata daha çok tat verdi.,"['Limon', 'suyu', 'ekleyince', 'salata', 'daha', 'çok', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3787,tr,Bu baharatlar yemeğe farklı bir tat vermekte.,"['Bu', 'baharatlar', 'yemeğe', 'farklı', 'bir', 'tat', 'vermekte', '.']",tat vermek,literal,[-1]
3788,tr,Tadı çok acı olduğu için ağzımda güzel bir tat vermedi.,"['Tadı', 'çok', 'acı', 'olduğu', 'için', 'ağzımda', 'güzel', 'bir', 'tat', 'vermedi', '.']",tat vermek,literal,[-1]
3789,tr,"Dondurma, damağımda serin bir tat verdi.","['Dondurma', ',', 'damağımda', 'serin', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3790,tr,Kahveye süt ekleyince daha yumuşak bir tat veriyor.,"['Kahveye', 'süt', 'ekleyince', 'daha', 'yumuşak', 'bir', 'tat', 'veriyor', '.']",tat vermek,literal,[-1]
3791,tr,Çikolata ağızda hafif bir tat vererek eriyor.,"['Çikolata', 'ağızda', 'hafif', 'bir', 'tat', 'vererek', 'eriyor', '.']",tat vermek,literal,[-1]
3792,tr,Turşunun suyunu içerken ekşi bir tat verdiğini fark ettim.,"['Turşunun', 'suyunu', 'içerken', 'ekşi', 'bir', 'tat', 'verdiğini', 'fark', 'ettim', '.']",tat vermek,literal,[-1]
3793,tr,Bu baharatlar yemeğe fazla tat vermemiş.,"['Bu', 'baharatlar', 'yemeğe', 'fazla', 'tat', 'vermemiş', '.']",tat vermek,literal,[-1]
3794,tr,Kek karışımı doğru yapılmazsa istenen tat vermez.,"['Kek', 'karışımı', 'doğru', 'yapılmazsa', 'istenen', 'tat', 'vermez', '.']",tat vermek,literal,[-1]
3795,tr,Çay demlenmeden önce tat vermez.,"['Çay', 'demlenmeden', 'önce', 'tat', 'vermez', '.']",tat vermek,literal,[-1]
3796,tr,"Sarımsak, yoğurda eklenince çok güzel bir tat veriyor.","['Sarımsak', ',', 'yoğurda', 'eklenince', 'çok', 'güzel', 'bir', 'tat', 'veriyor', '.']",tat vermek,literal,[-1]
3797,tr,Şeker yerine bal kullanırsan doğal bir tat verir.,"['Şeker', 'yerine', 'bal', 'kullanırsan', 'doğal', 'bir', 'tat', 'verir', '.']",tat vermek,literal,[-1]
3798,tr,"Biberin acısı, yemeğe bambaşka bir tat verdi.","['Biberin', 'acısı', ',', 'yemeğe', 'bambaşka', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3799,tr,Tuz eklemeden önce yemeğin tat verip vermediğine bakalım.,"['Tuz', 'eklemeden', 'önce', 'yemeğin', 'tat', 'verip', 'vermediğine', 'bakalım', '.']",tat vermek,literal,[-1]
3800,tr,Soğuk su içmek bazen ağızda hiç tat vermez.,"['Soğuk', 'su', 'içmek', 'bazen', 'ağızda', 'hiç', 'tat', 'vermez', '.']",tat vermek,literal,[-1]
3801,tr,Tatlılar arasında en çok tat veren puding oldu.,"['Tatlılar', 'arasında', 'en', 'çok', 'tat', 'veren', 'puding', 'oldu', '.']",tat vermek,literal,[-1]
3802,tr,Deniz tuzu ile hazırlanan yemekler daha farklı bir tat verir.,"['Deniz', 'tuzu', 'ile', 'hazırlanan', 'yemekler', 'daha', 'farklı', 'bir', 'tat', 'verir', '.']",tat vermek,literal,[-1]
3803,tr,"Bana göre bu içecek, meyve suyundan daha fazla tat veriyor.","['Bana', 'göre', 'bu', 'içecek', ',', 'meyve', 'suyundan', 'daha', 'fazla', 'tat', 'veriyor', '.']",tat vermek,literal,[-1]
3804,tr,Zencefil çayı ağızda keskin bir tat vermekte.,"['Zencefil', 'çayı', 'ağızda', 'keskin', 'bir', 'tat', 'vermekte', '.']",tat vermek,literal,[-1]
3805,tr,"Vanilya özü, keklere hoş bir tat verir.","['Vanilya', 'özü', ',', 'keklere', 'hoş', 'bir', 'tat', 'verir', '.']",tat vermek,literal,[-1]
3806,tr,Eklediğin baharatlar pilava ayrı bir tat verdi.,"['Eklediğin', 'baharatlar', 'pilava', 'ayrı', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3807,tr,"Sütlaç, ağzımda yumuşak bir tat bırakarak tat verdi.","['Sütlaç', ',', 'ağzımda', 'yumuşak', 'bir', 'tat', 'bırakarak', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3808,tr,"Lütfen yemeğe biraz limon sık, daha çok tat versin.","['Lütfen', 'yemeğe', 'biraz', 'limon', 'sık', ',', 'daha', 'çok', 'tat', 'versin', '.']",tat vermek,literal,[-1]
3809,tr,Bu peynir türü bana hiç tat vermedi.,"['Bu', 'peynir', 'türü', 'bana', 'hiç', 'tat', 'vermedi', '.']",tat vermek,literal,[-1]
3810,tr,"Karamel soslu dondurma, dilimde tat vererek eridi.","['Karamel', 'soslu', 'dondurma', ',', 'dilimde', 'tat', 'vererek', 'eridi', '.']",tat vermek,literal,[-1]
3811,tr,"Kekik, yemeğe çok güzel tat verir mi?","['Kekik', ',', 'yemeğe', 'çok', 'güzel', 'tat', 'verir', 'mi', '?']",tat vermek,literal,[-1]
3812,tr,Hiçbir baharat eklenmeyen çorba tat vermez.,"['Hiçbir', 'baharat', 'eklenmeyen', 'çorba', 'tat', 'vermez', '.']",tat vermek,literal,[-1]
3813,tr,Ekşi elma suyu ağızda hemen tat veriyor.,"['Ekşi', 'elma', 'suyu', 'ağızda', 'hemen', 'tat', 'veriyor', '.']",tat vermek,literal,[-1]
3814,tr,"Kavrulmuş fındık, damağa yoğun tat verir.","['Kavrulmuş', 'fındık', ',', 'damağa', 'yoğun', 'tat', 'verir', '.']",tat vermek,literal,[-1]
3815,tr,Bu baharat çorbaya hafif bir tat verdi.,"['Bu', 'baharat', 'çorbaya', 'hafif', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3816,tr,"Limon suyu, yemeğe hoş bir tat verdi.","['Limon', 'suyu', ',', 'yemeğe', 'hoş', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3817,tr,Şeker eklenince kahveye tat verdi.,"['Şeker', 'eklenince', 'kahveye', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3818,tr,"Bu reçel, dilimde tat bırakmadı.","['Bu', 'reçel', ',', 'dilimde', 'tat', 'bırakmadı', '.']",tat vermek,literal,[-1]
3819,tr,"Sos, makarnaya bambaşka bir tat verdi.","['Sos', ',', 'makarnaya', 'bambaşka', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3820,tr,Acı biber yemeğe güçlü bir tat verdi.,"['Acı', 'biber', 'yemeğe', 'güçlü', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3821,tr,"Süt, çayın tadına hafiflik verdi.","['Süt', ',', 'çayın', 'tadına', 'hafiflik', 'verdi', '.']",tat vermek,literal,[-1]
3822,tr,"Kek, damağımda tat bırakmadı.","['Kek', ',', 'damağımda', 'tat', 'bırakmadı', '.']",tat vermek,literal,[-1]
3823,tr,Bu baharat karışımı et yemeğine tat verdi mi?,"['Bu', 'baharat', 'karışımı', 'et', 'yemeğine', 'tat', 'verdi', 'mi', '?']",tat vermek,literal,[-1]
3824,tr,"Yoğurt, yemeğe beklenmedik bir tat verdi.","['Yoğurt', ',', 'yemeğe', 'beklenmedik', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3825,tr,Tatlandırıcı kullanınca tat vermiyor.,"['Tatlandırıcı', 'kullanınca', 'tat', 'vermiyor', '.']",tat vermek,literal,[-1]
3826,tr,"Bal, sıcak sütün tadına tat verdi.","['Bal', ',', 'sıcak', 'sütün', 'tadına', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3827,tr,"Tuzsuz çorba, ağzımda hiç tat bırakmadı.","['Tuzsuz', 'çorba', ',', 'ağzımda', 'hiç', 'tat', 'bırakmadı', '.']",tat vermek,literal,[-1]
3828,tr,Nane limon çaya ferahlatıcı bir tat verdi.,"['Nane', 'limon', 'çaya', 'ferahlatıcı', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3829,tr,"Çikolatadaki fıstık, damağıma tat verdi.","['Çikolatadaki', 'fıstık', ',', 'damağıma', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3830,tr,Baharat eksik olunca yemek tat vermedi.,"['Baharat', 'eksik', 'olunca', 'yemek', 'tat', 'vermedi', '.']",tat vermek,literal,[-1]
3831,tr,Yoğun krema pastaya tat verdi mi?,"['Yoğun', 'krema', 'pastaya', 'tat', 'verdi', 'mi', '?']",tat vermek,literal,[-1]
3832,tr,"Limonlu su, içime ekşi bir tat verdi.","['Limonlu', 'su', ',', 'içime', 'ekşi', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3833,tr,"Elmanın kabuğu, dişlerimin arasında tat bıraktı.","['Elmanın', 'kabuğu', ',', 'dişlerimin', 'arasında', 'tat', 'bıraktı', '.']",tat vermek,literal,[-1]
3834,tr,"Bu sos, salataya hiçbir tat vermiyor.","['Bu', 'sos', ',', 'salataya', 'hiçbir', 'tat', 'vermiyor', '.']",tat vermek,literal,[-1]
3835,tr,"Maydanoz, çorbanın tadına tazelik verdi.","['Maydanoz', ',', 'çorbanın', 'tadına', 'tazelik', 'verdi', '.']",tat vermek,literal,[-1]
3836,tr,"Kavrulmuş susam, pilava tat katıyor.","['Kavrulmuş', 'susam', ',', 'pilava', 'tat', 'katıyor', '.']",tat vermek,literal,[-1]
3837,tr,Baharatlı zeytinyağı ekmekte tat bıraktı.,"['Baharatlı', 'zeytinyağı', 'ekmekte', 'tat', 'bıraktı', '.']",tat vermek,literal,[-1]
3838,tr,"Tuz ekle, aksi halde çorba tat vermeyecek.","['Tuz', 'ekle', ',', 'aksi', 'halde', 'çorba', 'tat', 'vermeyecek', '.']",tat vermek,literal,[-1]
3839,tr,"Vişne reçeli, yoğurda ekşi bir tat verdi.","['Vişne', 'reçeli', ',', 'yoğurda', 'ekşi', 'bir', 'tat', 'verdi', '.']",tat vermek,literal,[-1]
3840,tr,Kuru ekmek suya batınca tat vermiyor.,"['Kuru', 'ekmek', 'suya', 'batınca', 'tat', 'vermiyor', '.']",tat vermek,literal,[-1]
3841,tr,Merdivenleri hızla çıkınca bir anda soluğu kesildi.,"['Merdivenleri', 'hızla', 'çıkınca', 'bir', 'anda', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3842,tr,Bu heyecan verici haberi duyunca soluğum kesildi.,"['Bu', 'heyecan', 'verici', 'haberi', 'duyunca', 'soluğum', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3843,tr,Zor sorular karşısında öğrencilerin soluğu kesiliyordu.,"['Zor', 'sorular', 'karşısında', 'öğrencilerin', 'soluğu', 'kesiliyordu', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3844,tr,Maratonun sonunda neredeyse soluğu kesilecekti.,"['Maratonun', 'sonunda', 'neredeyse', 'soluğu', 'kesilecekti', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3845,tr,Bu kadar gürültüye dayanamayınca soluğu kesilmiş gibi oturdu.,"['Bu', 'kadar', 'gürültüye', 'dayanamayınca', 'soluğu', 'kesilmiş', 'gibi', 'oturdu', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3846,tr,Sıcak havada yürürken soluğun kesilmedi mi?,"['Sıcak', 'havada', 'yürürken', 'soluğun', 'kesilmedi', 'mi', '?']",soluğu kesilmek,idiomatic,"[3, 4]"
3847,tr,Yokuşu tırmanırken soluğumuz kesildi.,"['Yokuşu', 'tırmanırken', 'soluğumuz', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3848,tr,Birdenbire çıkan patlama sesiyle herkesin soluğu kesildi.,"['Birdenbire', 'çıkan', 'patlama', 'sesiyle', 'herkesin', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3849,tr,Koşu bandında hız yükselince soluğum aniden kesildi.,"['Koşu', 'bandında', 'hız', 'yükselince', 'soluğum', 'aniden', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[4, 6]"
3850,tr,İlk defa sahneye çıkan genç şarkıcının soluğu kesilmişti.,"['İlk', 'defa', 'sahneye', 'çıkan', 'genç', 'şarkıcının', 'soluğu', 'kesilmişti', '.']",soluğu kesilmek,idiomatic,"[6, 7]"
3851,tr,Uzun süre alkışlanınca soluğu kesildi ve konuşamadı.,"['Uzun', 'süre', 'alkışlanınca', 'soluğu', 'kesildi', 've', 'konuşamadı', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3852,tr,Gördüğü manzara karşısında soluğu adeta kesildi.,"['Gördüğü', 'manzara', 'karşısında', 'soluğu', 'adeta', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 5]"
3853,tr,Yüksek tempoda dans ederken soluğumuz kesiliyor.,"['Yüksek', 'tempoda', 'dans', 'ederken', 'soluğumuz', 'kesiliyor', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3854,tr,Kritik sorunun cevabını beklerken soluğu kesilmesin!,"['Kritik', 'sorunun', 'cevabını', 'beklerken', 'soluğu', 'kesilmesin', '!']",soluğu kesilmek,idiomatic,"[4, 5]"
3855,tr,Son hamlesiyle rakibinin soluğu kesildi.,"['Son', 'hamlesiyle', 'rakibinin', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3856,tr,Fırtına sırasında soluğumuz kesilmesin diye kapıları sıkıca kapattık.,"['Fırtına', 'sırasında', 'soluğumuz', 'kesilmesin', 'diye', 'kapıları', 'sıkıca', 'kapattık', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3857,tr,Uzun monoloğu sonunda oyuncunun soluğu neredeyse kesilmişti.,"['Uzun', 'monoloğu', 'sonunda', 'oyuncunun', 'soluğu', 'neredeyse', 'kesilmişti', '.']",soluğu kesilmek,idiomatic,"[4, 6]"
3858,tr,Heyecanlı anlarda soluğun kesilirse derin bir nefes al.,"['Heyecanlı', 'anlarda', 'soluğun', 'kesilirse', 'derin', 'bir', 'nefes', 'al', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3859,tr,Bir fikri savunurken soluğu kesilmemeli insanın.,"['Bir', 'fikri', 'savunurken', 'soluğu', 'kesilmemeli', 'insanın', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3860,tr,Dağa tırmanan ekipten bazılarının soluğu kesildiği görüldü.,"['Dağa', 'tırmanan', 'ekipten', 'bazılarının', 'soluğu', 'kesildiği', 'görüldü', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3861,tr,Koşu yarışında son metrelerde soluğu kesilenler oldu.,"['Koşu', 'yarışında', 'son', 'metrelerde', 'soluğu', 'kesilenler', 'oldu', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3862,tr,Gerilim dolu filmi izlerken seyircilerin çoğunun soluğu kesildi.,"['Gerilim', 'dolu', 'filmi', 'izlerken', 'seyircilerin', 'çoğunun', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[6, 7]"
3863,tr,Çetin sınavda kimi öğrencinin soluğu kesilmişti.,"['Çetin', 'sınavda', 'kimi', 'öğrencinin', 'soluğu', 'kesilmişti', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3864,tr,Sürpriz bir sonuçla karşılaşınca bazılarının soluğu kesildi.,"['Sürpriz', 'bir', 'sonuçla', 'karşılaşınca', 'bazılarının', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3865,tr,Uzun bir aradan sonra tekrar çalışmaya başlayınca soluğu kesildi.,"['Uzun', 'bir', 'aradan', 'sonra', 'tekrar', 'çalışmaya', 'başlayınca', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[7, 8]"
3866,tr,Yarış sırasında nefesini doğru ayarlamazsan soluğun kesilir.,"['Yarış', 'sırasında', 'nefesini', 'doğru', 'ayarlamazsan', 'soluğun', 'kesilir', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3867,tr,Bunca yükün altına girince soluğu kesilebilirdi.,"['Bunca', 'yükün', 'altına', 'girince', 'soluğu', 'kesilebilirdi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3868,tr,Ayakta uzun süre kalınca yaşlı kadının soluğu kesildi.,"['Ayakta', 'uzun', 'süre', 'kalınca', 'yaşlı', 'kadının', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[6, 7]"
3869,tr,Korku dolu anlarda soluğu kesilenler izleyiciler oldu.,"['Korku', 'dolu', 'anlarda', 'soluğu', 'kesilenler', 'izleyiciler', 'oldu', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3870,tr,Sunum sırasında heyecandan soluğu kesilmesin diye prova yaptı.,"['Sunum', 'sırasında', 'heyecandan', 'soluğu', 'kesilmesin', 'diye', 'prova', 'yaptı', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3871,tr,Sıcak çöl güneşinde yürüyenlerin soluğu kesilmek üzereydi.,"['Sıcak', 'çöl', 'güneşinde', 'yürüyenlerin', 'soluğu', 'kesilmek', 'üzereydi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3872,tr,Uzayan toplantının ardından katılımcıların soluğu kesilmişti.,"['Uzayan', 'toplantının', 'ardından', 'katılımcıların', 'soluğu', 'kesilmişti', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3873,tr,Maratonun son metresinde soluğu kesildiği her halinden belliydi.,"['Maratonun', 'son', 'metresinde', 'soluğu', 'kesildiği', 'her', 'halinden', 'belliydi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3874,tr,Sürpriz partide heyecandan soluğu kesilenler vardı.,"['Sürpriz', 'partide', 'heyecandan', 'soluğu', 'kesilenler', 'vardı', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3875,tr,"Bu kadar hızlı koşarsan soluğun kesilir, dikkat et.","['Bu', 'kadar', 'hızlı', 'koşarsan', 'soluğun', 'kesilir', ',', 'dikkat', 'et', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3876,tr,Heyecandan soluğu kesilmeyen bir tek o kaldı.,"['Heyecandan', 'soluğu', 'kesilmeyen', 'bir', 'tek', 'o', 'kaldı', '.']",soluğu kesilmek,idiomatic,"[1, 2]"
3877,tr,"Yokuşun başında soluğu kesilmişti, geri dönmek zorunda kaldı.","['Yokuşun', 'başında', 'soluğu', 'kesilmişti', ',', 'geri', 'dönmek', 'zorunda', 'kaldı', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3878,tr,Sıcak havada yürüyüş yaparken soluğum kesildi.,"['Sıcak', 'havada', 'yürüyüş', 'yaparken', 'soluğum', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3879,tr,Korku filmi izlerken soluğu kesilen seyirciler vardı.,"['Korku', 'filmi', 'izlerken', 'soluğu', 'kesilen', 'seyirciler', 'vardı', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3880,tr,Mücadelenin ortasında soluğu kesilmek üzereydi.,"['Mücadelenin', 'ortasında', 'soluğu', 'kesilmek', 'üzereydi', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3881,tr,Zorlu parkurda koşarken soluğu kesilmemek elde değildi.,"['Zorlu', 'parkurda', 'koşarken', 'soluğu', 'kesilmemek', 'elde', 'değildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3882,tr,Hızlıca merdivenleri çıkınca soluğu kesildi mi?,"['Hızlıca', 'merdivenleri', 'çıkınca', 'soluğu', 'kesildi', 'mi', '?']",soluğu kesilmek,idiomatic,"[3, 4]"
3883,tr,Uzun konuşması sırasında izleyicilerin soluğu kesildi.,"['Uzun', 'konuşması', 'sırasında', 'izleyicilerin', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3884,tr,Bir anda karşısında görünce soluğu kesildi.,"['Bir', 'anda', 'karşısında', 'görünce', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3885,tr,Performansın sonunda herkesin soluğu kesilmişti.,"['Performansın', 'sonunda', 'herkesin', 'soluğu', 'kesilmişti', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3886,tr,"O kadar çok güldük ki, neredeyse soluğumuz kesildi.","['O', 'kadar', 'çok', 'güldük', 'ki', ',', 'neredeyse', 'soluğumuz', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[7, 8]"
3887,tr,Sınavda heyecandan soluğu kesilen öğrenciler vardı.,"['Sınavda', 'heyecandan', 'soluğu', 'kesilen', 'öğrenciler', 'vardı', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3888,tr,"O kadar hızlı anlatıyordu ki, dinleyenin soluğu kesiliyordu.","['O', 'kadar', 'hızlı', 'anlatıyordu', 'ki', ',', 'dinleyenin', 'soluğu', 'kesiliyordu', '.']",soluğu kesilmek,idiomatic,"[7, 8]"
3889,tr,Her atlayışında izleyicinin soluğu kesildi.,"['Her', 'atlayışında', 'izleyicinin', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3890,tr,Yüksek tempoda dans edince soluğu kesildiğini hissetti.,"['Yüksek', 'tempoda', 'dans', 'edince', 'soluğu', 'kesildiğini', 'hissetti', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3891,tr,Sıkı bir tempoyla çalışınca soluğu kesilmeye başladı.,"['Sıkı', 'bir', 'tempoyla', 'çalışınca', 'soluğu', 'kesilmeye', 'başladı', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3892,tr,Tezini yetiştirmeye çalışırken soluğu kesildi.,"['Tezini', 'yetiştirmeye', 'çalışırken', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3893,tr,Sahneye çıkınca heyecandan soluğu kesildi mi acaba?,"['Sahneye', 'çıkınca', 'heyecandan', 'soluğu', 'kesildi', 'mi', 'acaba', '?']",soluğu kesilmek,idiomatic,"[3, 4]"
3894,tr,Yüksek tempolu müzikte dans edenlerin soluğu kesiliyor.,"['Yüksek', 'tempolu', 'müzikte', 'dans', 'edenlerin', 'soluğu', 'kesiliyor', '.']",soluğu kesilmek,idiomatic,"[5, 6]"
3895,tr,Gerilimli maçta taraftarların soluğu kesildi.,"['Gerilimli', 'maçta', 'taraftarların', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3896,tr,"Uzun süre yorulmadan çalışınca çözüldü, soluğu kesilmedi.","['Uzun', 'süre', 'yorulmadan', 'çalışınca', 'çözüldü', ',', 'soluğu', 'kesilmedi', '.']",soluğu kesilmek,idiomatic,"[6, 7]"
3897,tr,Şaşırtıcı haberi alınca soluğu kesildi.,"['Şaşırtıcı', 'haberi', 'alınca', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3898,tr,Yarışta bir anda soluğu kesiliverdi.,"['Yarışta', 'bir', 'anda', 'soluğu', 'kesiliverdi', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3899,tr,Bunca iş arasında kimsenin soluğu kesilmedi mi?,"['Bunca', 'iş', 'arasında', 'kimsenin', 'soluğu', 'kesilmedi', 'mi', '?']",soluğu kesilmek,idiomatic,"[4, 5]"
3900,tr,Şarkının sonunda alkış seslerinden soluğu kesildi.,"['Şarkının', 'sonunda', 'alkış', 'seslerinden', 'soluğu', 'kesildi', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3901,tr,Yokuşta bisiklet sürerken soluğu kesilmemek için yavaşladı.,"['Yokuşta', 'bisiklet', 'sürerken', 'soluğu', 'kesilmemek', 'için', 'yavaşladı', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3902,tr,Bu kadar hızlı konuşursan soluğun kesilir.,"['Bu', 'kadar', 'hızlı', 'konuşursan', 'soluğun', 'kesilir', '.']",soluğu kesilmek,idiomatic,"[4, 5]"
3903,tr,Uzun süre alkışlayınca soluğu kesilenler oldu.,"['Uzun', 'süre', 'alkışlayınca', 'soluğu', 'kesilenler', 'oldu', '.']",soluğu kesilmek,idiomatic,"[3, 4]"
3904,tr,Tartışmanın hararetinde soluğu kesildiğini hissettim.,"['Tartışmanın', 'hararetinde', 'soluğu', 'kesildiğini', 'hissettim', '.']",soluğu kesilmek,idiomatic,"[2, 3]"
3905,tr,Sürpriz karşısında soluğu kesildi mi sandın?,"['Sürpriz', 'karşısında', 'soluğu', 'kesildi', 'mi', 'sandın', '?']",soluğu kesilmek,idiomatic,"[2, 3]"
